Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       9/9           std::allocator<Mat<float> >::~allocator() [205]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<Mat<float>, std::allocator<Mat<float> > >::vector() [210]
[208]    0.0    0.00    0.00       9         std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_base() [208]
                0.00    0.00       9/9           std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_impl::_Vector_impl() [206]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<Mat<float>, std::allocator<Mat<float> > >::~vector() [94]
[209]    0.0    0.00    0.00       9         std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::~_Vector_base() [209]
                0.00    0.00       9/21          std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_deallocate(Mat<float>*, unsigned int) [182]
                0.00    0.00       9/9           std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_impl::~_Vector_impl() [207]
-----------------------------------------------
                0.00    0.00       1/9           main10() [2]
                0.00    0.00       8/9           OO<float>::OO() [211]
[210]    0.0    0.00    0.00       9         std::vector<Mat<float>, std::allocator<Mat<float> > >::vector() [210]
                0.00    0.00       9/9           std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_base() [208]
-----------------------------------------------
                0.00    0.00       8/8           OODirectSlamSE3<float>::OODirectSlamSE3(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [30]
[211]    0.0    0.00    0.00       8         OO<float>::OO() [211]
                0.00    0.00       8/9           std::vector<Mat<float>, std::allocator<Mat<float> > >::vector() [210]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [72]
[212]    0.0    0.00    0.00       4         bool __gnu_cxx::operator==<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&, __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&) [212]
                0.00    0.00       8/88          __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::base() const [131]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [170]
[213]    0.0    0.00    0.00       4         bool __gnu_cxx::operator==<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) [213]
                0.00    0.00       8/160         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::base() const [124]
-----------------------------------------------
                0.00    0.00       1/1           initializeInvDM(Frame<float>*, float) [41]
[214]    0.0    0.00    0.00       1         NormalRand::NormalRand(double, double, long) [214]
                0.00    0.00       1/1           Ranfib::Ranfib(long) [216]
-----------------------------------------------
                0.00    0.00       1/1           Ranfib::Ranfib(long) [216]
[215]    0.0    0.00    0.00       1         Ranq1::Ranq1(long) [215]
                0.00    0.00       1/56          Ranq1::int64() [141]
-----------------------------------------------
                0.00    0.00       1/1           NormalRand::NormalRand(double, double, long) [214]
[216]    0.0    0.00    0.00       1         Ranfib::Ranfib(long) [216]
                0.00    0.00      55/55          Ranq1::doub() [142]
                0.00    0.00       1/1           Ranq1::Ranq1(long) [215]
-----------------------------------------------
                0.00    0.00       1/1           main10() [2]
[217]    0.0    0.00    0.00       1         std::ceil(float) [217]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [96] _GLOBAL__sub_I__Z4absMRKN2cv3MatE (main.cpp) [122] Mat<float>::Mat() [193] std::allocator<cv::Mat>::allocator()
  [44] void DrawCircle<float>(Mat<float>*, int, int, int, float) [27] Mat<float>::~Mat() [194] std::allocator<cv::Mat>::~allocator()
  [47] void afficherMat<float>(std::string, Mat<float>*, Mat<float>*, Mat<float>*, bool, float) [17] Mat<float>::operator=(Mat<float> const&) [89] void std::_Destroy_aux<false>::__destroy<Mat<float>*>(Mat<float>*, Mat<float>*)
  [50] Mat<float> crossProduct<float>(Mat<float> const&) [15] Frame<float>::get(Mat<float> const&) [161] void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*)
 [201] computeGradient(cv::Mat*) [70] Frame<float>::copyFrame(Frame<float> const&) [189] std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_allocate(unsigned int)
  [41] initializeInvDM(Frame<float>*, float) [71] Frame<float>::Frame(Mat<float>, int) [206] std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_impl::_Vector_impl()
   [3] poseEstimationLS(Frame<float>*, Mat<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [92] Frame<float>::Frame(Frame<float> const&) [207] std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_impl::~_Vector_impl()
  [45] computeEpipolarLine(Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [138] Frame<float>::Frame() [182] std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_deallocate(Mat<float>*, unsigned int)
  [43] computeEpipolarLine2(Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [78] Frame<float>::~Frame() [156] std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_get_Tp_allocator()
  [52] void homogeneousNormalization<float>(Mat<float>*) [69] Frame<float>::operator=(Frame<float> const&) [208] std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_base()
  [14] exhaustiveSearchEpipolarLine(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, float, Mat<float>*, Mat<float>*, float) [79] LSSE3<float>::getResidual(int) [209] std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::~_Vector_base()
  [60] float max<float>(Mat<float>) [10] LSSE3<float>::rigidMotion(Mat<float> const&, Mat<float> const&) [179] std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_allocate(unsigned int)
  [24] Mat<float> sum<float>(Mat<float> const&) [53] LSSE3<float>::Z(Mat<float> const&) [195] std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::_Vector_impl()
  [97] __static_initialization_and_destruction_0(int, int) (main.cpp) [7] LSSE3<float>::r(Mat<float> const&, Mat<float> const&) [196] std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::~_Vector_impl()
  [61] Mat<float> Line<float>(Mat<float> const&, int) [5] LSSE3<float>::computePyramidResidualA(int) [162] std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned int)
  [54] Mat<float> absM<float>(Mat<float> const&) [6] LSSE3<float>::Jr(Mat<float> const&, Mat<float> const&) [132] std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator()
  [22] Mat<float> expW<float>(Mat<float> const&) [66] LSSE3<float>::JrW(Mat<float> const&, Mat<float> const&, int, int, int) [197] std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base()
  [57] float mean<float>(Mat<float>) [35] LSSE3<float>::proj(Mat<float> const&) [198] std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base()
  [59] float fabs_<float>(float) [9] LSSE3<float>::warp(Mat<float> const&, Mat<float> const&) [146] std::numeric_limits<float>::epsilon()
  [63] Mat<float> invGJ<float>(Mat<float>, int) [4] LSSE3<float>::energy(Mat<float>) [81] Mat<float>* std::__uninitialized_copy<false>::__uninit_copy<Mat<float>*, Mat<float>*>(Mat<float>*, Mat<float>*, Mat<float>*)
  [64] Mat<float> gaussj<float>(Mat<float>*, Mat<float>*, int) [25] LSSE3<float>::retroproj(Mat<float> const&) [151] cv::Mat* std::__uninitialized_copy<false>::__uninit_copy<cv::Mat*, cv::Mat*>(cv::Mat*, cv::Mat*, cv::Mat*)
  [80] bool isnanM<float>(Mat<float>) [29] LSSE3<float>::LSSE3(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, int) [73] std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&)
   [2] main10()               [74] LSSE3<float>::~LSSE3() [190] std::vector<Mat<float>, std::allocator<Mat<float> > >::end()
  [48] float norme1<float>(Mat<float>) [142] Ranq1::doub() [159] std::vector<Mat<float>, std::allocator<Mat<float> > >::begin()
  [62] float norme2<float>(Mat<float>) [141] Ranq1::int64() [72] std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&)
  [19] cv::Mat Mat2cvp<float>(Mat<float>, Mat<float>, Mat<float>) [215] Ranq1::Ranq1(long) [210] std::vector<Mat<float>, std::allocator<Mat<float> > >::vector()
  [67] Mat<float> cv2Matp<float>(cv::Mat) [121] Ranfib::doub() [94] std::vector<Mat<float>, std::allocator<Mat<float> > >::~vector()
  [37] Mat<float> extract<float>(Mat<float> const&, int, int, int, int) [216] Ranfib::Ranfib(long) [180] std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&)
